Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star,Parameter
(sigma_blur1:frequency1) > 0,0.083,0.07,-0.031,0.197,7.675,0.885,,Sigma
