Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star,Parameter
(blur2:frequency1) = 0,-0.004,0.003,-0.009,0.002,1453.958,0.999,,Mu
