Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star,Parameter
(sigma_frequency1) < 0,-0.05,0.036,-0.108,0.01,11.048,0.917,,Sigma
