Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star,Parameter
(sigma_blur2) < 0,-0.007,0.032,-0.061,0.045,1.409,0.585,,Sigma
